Trial #	Click #	Click time (ms)	Interclick interval (ms)
1	1	5.9453	0
1	2	6.4332	0.48787
1	3	7.0247	0.59151
1	4	7.5986	0.57392
1	5	8.1393	0.54072
1	6	8.7654	0.62604
1	7	9.3619	0.59655
1	8	9.9736	0.61171
1	9	10.5249	0.55125
1	10	11.11	0.58515
1	11	11.733	0.62299
1	12	12.3093	0.5763
1	13	12.9038	0.59447
1	14	13.5025	0.59874
1	15	14.0473	0.54476
1	16	14.6342	0.58686
1	17	15.2302	0.59605
1	18	15.8361	0.60592
1	19	16.426	0.5899
1	20	17.0386	0.61259
1	21	17.6215	0.58284
1	22	18.2691	0.64761
1	23	18.8239	0.55485
1	24	19.4302	0.6063
1	25	20.0307	0.60052
1	26	20.5912	0.56042
1	27	21.1713	0.58008
1	28	21.7635	0.59225
1	29	22.3347	0.57116
1	30	22.9154	0.58078
1	31	23.4929	0.57747
1	32	24.0564	0.56348
1	33	24.6276	0.57118
1	34	25.1952	0.56764
1	35	25.7646	0.56943
1	36	26.3716	0.60693
1	37	26.9607	0.58915
1	38	27.5211	0.56036
1	39	28.1103	0.58924
1	40	28.6964	0.58604
1	41	29.3144	0.61803
2	1	6.4312	0
2	2	7.072	0.6408
2	3	7.6219	0.5499
2	4	8.2141	0.59224
2	5	8.8026	0.58847
2	6	9.3886	0.586
2	7	9.9766	0.588
2	8	10.5413	0.5647
2	9	11.1342	0.59287
2	10	11.6954	0.56123
2	11	12.2824	0.587
2	12	12.8914	0.60898
2	13	13.4626	0.57119
2	14	14.0605	0.59792
2	15	14.6416	0.58113
2	16	15.2277	0.58611
2	17	15.8507	0.62296
2	18	16.4573	0.60661
2	19	17.0124	0.55516
2	20	17.5871	0.57461
2	21	18.2017	0.61469
2	22	18.7474	0.54571
2	23	19.3155	0.56802
2	24	19.8664	0.55092
2	25	20.4157	0.54931
2	26	20.9896	0.57387
2	27	21.5114	0.52182
2	28	22.0346	0.52327
2	29	22.5802	0.54557
2	30	23.1192	0.53903
2	31	23.6693	0.55008
2	32	24.2104	0.54108
2	33	24.7561	0.54567
2	34	25.3328	0.57671
2	35	25.8761	0.54336
2	36	26.4276	0.55143
2	37	26.9533	0.52574
2	38	27.5648	0.61145
2	39	28.1235	0.55871
2	40	28.6177	0.49427
2	41	29.2215	0.60377
3	1	14.1217	0
3	2	14.71	0.58828
3	3	15.2616	0.5516
3	4	15.8672	0.60559
3	5	16.4276	0.56045
3	6	17.0161	0.58844
3	7	17.6166	0.60057
3	8	18.2187	0.60203
3	9	18.8132	0.59449
3	10	19.358	0.54481
3	11	19.9043	0.54633
3	12	20.4545	0.55021
3	13	21.0188	0.56423
3	14	21.6335	0.61471
3	15	22.2203	0.58684
3	16	22.7704	0.55015
3	17	23.3694	0.59892
3	18	23.9672	0.59778
3	19	24.5631	0.59592
3	20	25.1404	0.57731
3	21	25.7129	0.57249
3	22	26.2813	0.56842
3	23	26.8694	0.58814
3	24	27.4272	0.55774
3	25	27.9816	0.55443
3	26	28.5316	0.55001
3	27	29.0986	0.56699
4	1	5.9523	0
4	2	6.4349	0.48259
4	3	7.0433	0.60843
4	4	7.6246	0.58133
4	5	8.2005	0.57593
4	6	8.7585	0.558
4	7	9.3963	0.63773
4	8	9.9391	0.54287
4	9	10.5669	0.62774
4	10	11.1769	0.61006
4	11	11.6958	0.51889
4	12	12.2796	0.58378
4	13	12.9139	0.63424
4	14	13.4864	0.57255
4	15	14.045	0.55855
4	16	14.6506	0.60564
4	17	15.2406	0.59
4	18	15.8695	0.62893
4	19	16.4164	0.54687
4	20	16.972	0.55563
4	21	17.6079	0.63589
4	22	18.1951	0.58714
4	23	18.7746	0.57949
4	24	19.3515	0.57697
4	25	19.9341	0.58255
4	26	20.5214	0.58733
4	27	21.6305	1.1091
4	28	22.1761	0.54559
4	29	22.7631	0.58696
4	30	23.3337	0.57062
4	31	23.9044	0.57072
4	32	24.4766	0.57214
4	33	25.0073	0.53071
4	34	25.6028	0.59554
4	35	26.1566	0.55376
4	36	26.709	0.55244
4	37	27.2502	0.54115
4	38	27.8165	0.56635
4	39	28.3877	0.57121
4	40	28.9539	0.56619
5	1	5.9486	0
5	2	6.4262	0.47766
5	3	6.9988	0.57256
5	4	7.594	0.59518
5	5	8.1559	0.56194
5	6	8.7673	0.6114
5	7	9.3289	0.56157
5	8	9.9358	0.60697
5	9	10.5296	0.59373
5	10	11.111	0.58141
5	11	11.7089	0.5979
5	12	12.2959	0.58705
5	13	12.9115	0.61563
5	14	13.5001	0.58854
5	15	14.0501	0.55005
5	16	14.7071	0.65698
5	17	15.276	0.56889
5	18	15.8647	0.58872
5	19	16.4427	0.57793
5	20	17.005	0.56238
5	21	17.6088	0.6038
5	22	18.2335	0.62467
5	23	18.7897	0.55616
5	24	19.4135	0.62383
5	25	20.0079	0.59441
5	26	20.5623	0.55436
5	27	21.0928	0.53053
5	28	21.7265	0.63371
5	29	22.32	0.59353
5	30	22.8572	0.53722
5	31	23.4622	0.60496
5	32	24.0162	0.55399
5	33	24.5925	0.57632
5	34	25.1722	0.5797
5	35	25.7645	0.59232
5	36	26.3542	0.58969
5	37	26.9636	0.60934
5	38	27.4927	0.52913
5	39	28.0317	0.53902
5	40	28.5795	0.54783
5	41	29.2051	0.62558
