Trial #	Click #	Click time (ms)	Interclick interval (ms)
1	1	6.2621	0
1	2	6.9051	0.64304
1	3	7.4713	0.56622
1	4	8.0569	0.58551
1	5	8.6775	0.62068
1	6	9.2144	0.53683
1	7	9.7625	0.54813
1	8	10.3847	0.62219
1	9	11.0035	0.61877
1	10	11.6069	0.60346
1	11	12.1795	0.57255
1	12	12.8005	0.62101
1	13	13.3828	0.58228
1	14	13.9458	0.56308
1	15	14.539	0.59318
1	16	15.0977	0.55868
1	17	15.6707	0.57297
1	18	16.2787	0.60805
1	19	16.8323	0.55354
1	20	17.4278	0.59555
1	21	18.034	0.60624
1	22	18.6212	0.58715
1	23	19.2853	0.66415
1	24	19.8843	0.59896
1	25	20.5031	0.61878
1	26	21.1602	0.6571
1	27	21.7615	0.60134
1	28	22.3873	0.62577
1	29	22.9634	0.57612
1	30	23.5368	0.57335
1	31	24.1467	0.60994
1	32	24.7804	0.63368
1	33	25.3972	0.61683
1	34	25.9934	0.59617
1	35	26.5466	0.55319
1	36	27.0855	0.53892
1	37	27.7152	0.62967
1	38	28.2573	0.54216
1	39	28.8363	0.57898
2	1	5.9513	0
2	2	6.4736	0.52235
2	3	7.0076	0.53399
2	4	7.572	0.56434
2	5	8.103	0.53103
2	6	8.7175	0.61447
2	7	9.2984	0.5809
2	8	9.8749	0.57658
2	9	10.4589	0.58393
2	10	11.0661	0.60724
2	11	11.6777	0.61154
2	12	12.2752	0.59755
2	13	12.8802	0.605
2	14	13.4174	0.5372
2	15	14.0274	0.60995
2	16	14.6347	0.60734
2	17	15.2221	0.5874
2	18	15.7475	0.52543
2	19	16.388	0.64049
2	20	17.007	0.61901
2	21	17.5742	0.56721
2	22	18.193	0.61877
2	23	18.7495	0.55649
2	24	19.3089	0.55943
2	25	19.9187	0.6098
2	26	20.5071	0.58839
2	27	21.0822	0.57509
2	28	21.6585	0.57625
2	29	22.2744	0.61594
2	30	22.8833	0.60893
2	31	23.456	0.57267
2	32	24.0165	0.56051
2	33	24.6429	0.62636
2	34	25.2534	0.6105
2	35	25.7388	0.48543
2	36	26.3012	0.56241
2	37	26.892	0.59081
2	38	27.4995	0.60743
2	39	28.1144	0.61492
2	40	28.6756	0.5612
2	41	29.2863	0.61071
3	1	6.4627	0
3	2	7.0862	0.62349
3	3	7.6284	0.5422
3	4	8.2102	0.58182
3	5	8.7628	0.55256
3	6	9.3443	0.58144
3	7	9.8982	0.55394
3	8	10.5219	0.62369
3	9	11.1506	0.62871
3	10	11.7203	0.56973
3	11	12.2665	0.54615
3	12	12.8058	0.53929
3	13	13.4119	0.60615
3	14	14.0223	0.61041
3	15	14.6027	0.58042
3	16	15.3106	0.70785
3	17	15.8027	0.49217
3	18	16.3767	0.57397
3	19	16.9748	0.59807
3	20	17.5378	0.56301
3	21	18.1374	0.59963
3	22	18.7115	0.57404
3	23	19.2838	0.57231
3	24	19.8476	0.56383
3	25	20.3796	0.53203
3	26	20.9943	0.61465
3	27	21.5885	0.59424
3	28	22.1415	0.55299
3	29	22.7279	0.58636
3	30	23.3751	0.64719
3	31	23.9694	0.59428
3	32	24.5341	0.56474
3	33	25.1026	0.56854
3	34	25.6983	0.59566
3	35	26.2533	0.55499
3	36	26.8841	0.63082
3	37	27.4573	0.57323
3	38	28.0543	0.59698
3	39	28.6218	0.56752
3	40	29.2205	0.59867
4	1	5.9523	0
4	2	6.4725	0.5202
4	3	7.0497	0.57718
4	4	7.6162	0.56652
4	5	8.1829	0.56668
4	6	8.7817	0.59877
4	7	9.4227	0.64099
4	8	9.9703	0.5476
4	9	10.5364	0.56614
4	10	11.1266	0.59023
4	11	11.7094	0.58273
4	12	12.3087	0.59932
4	13	12.8869	0.57825
4	14	13.4295	0.5426
4	15	14.056	0.62643
4	16	14.6623	0.60633
4	17	15.2686	0.60635
4	18	15.8175	0.54889
4	19	16.4295	0.61203
4	20	17.0718	0.64224
4	21	17.6453	0.57355
4	22	18.3049	0.65953
4	23	18.9304	0.6255
4	24	19.5576	0.62727
4	25	20.1868	0.62915
4	26	20.8398	0.65303
4	27	21.5177	0.67784
4	28	22.1512	0.63354
4	29	22.7598	0.60861
4	30	23.3805	0.62064
4	31	24.028	0.64753
4	32	24.6902	0.66219
4	33	25.3408	0.65058
4	34	25.9563	0.61554
4	35	26.5588	0.60254
4	36	27.2523	0.69347
4	37	27.8893	0.63699
4	38	28.522	0.63269
4	39	29.1419	0.61993
5	1	5.9543	0
5	2	6.4716	0.51735
5	3	7.0124	0.54074
5	4	7.6238	0.61143
5	5	8.2428	0.61904
5	6	8.7838	0.54097
5	7	9.3594	0.57561
5	8	9.9923	0.63284
5	9	10.5646	0.5724
5	10	11.1782	0.6135
5	11	11.7281	0.54998
5	12	12.33	0.60188
5	13	12.9298	0.59981
5	14	13.4718	0.54202
5	15	14.0683	0.59642
5	16	14.6939	0.62562
5	17	15.2651	0.57118
5	18	15.8395	0.57443
5	19	16.4377	0.59817
5	20	17.0893	0.65162
5	21	17.6155	0.52622
5	22	18.2569	0.64139
5	23	18.8169	0.55996
5	24	19.4894	0.67259
5	25	20.0931	0.60367
5	26	20.7206	0.62753
5	27	21.3044	0.58376
5	28	21.9186	0.61423
5	29	22.5454	0.62681
5	30	23.1662	0.62072
5	31	23.8104	0.64424
5	32	24.4139	0.60347
5	33	24.9878	0.57393
5	34	25.5633	0.57554
5	35	26.1567	0.59338
5	36	26.7482	0.59146
5	37	27.3363	0.5881
5	38	27.9304	0.59417
5	39	28.5038	0.57332
5	40	29.0717	0.56791
