Trial #	Click #	Click time (ms)	Interclick interval (ms)
1	1	6.3612	0
1	2	6.8948	0.53352
1	3	7.5333	0.63852
1	4	8.14	0.60675
1	5	8.6864	0.54635
1	6	9.365	0.6786
1	7	9.9532	0.58826
1	8	10.5684	0.61513
1	9	11.1516	0.58321
1	10	11.7619	0.61035
1	11	12.3417	0.57975
1	12	12.9463	0.60458
1	13	13.511	0.56471
1	14	14.1952	0.68425
1	15	14.7203	0.52503
1	16	15.291	0.5707
1	17	15.8994	0.60841
1	18	16.4893	0.58993
1	19	17.0624	0.5731
1	20	17.6189	0.55654
1	21	18.2476	0.62864
1	22	18.828	0.58041
1	23	19.3275	0.49955
1	24	19.9631	0.63559
1	25	20.5421	0.57897
1	26	21.0793	0.53725
1	27	21.6624	0.58309
1	28	22.249	0.58652
1	29	22.833	0.58399
1	30	23.4183	0.58533
1	31	23.9654	0.54707
1	32	24.5791	0.61375
1	33	25.1552	0.57604
1	34	25.7474	0.59223
1	35	26.3482	0.60079
1	36	26.939	0.59085
1	37	27.5663	0.62724
1	38	28.191	0.62475
1	39	28.7553	0.5643
1	40	29.3537	0.59835
2	1	6.3896	0
2	2	6.9986	0.60904
2	3	7.5892	0.59056
2	4	8.1742	0.58501
2	5	8.7566	0.58237
2	6	9.3197	0.56317
2	7	9.8965	0.57679
2	8	10.5199	0.62337
2	9	11.1154	0.59554
2	10	11.7178	0.60238
2	11	12.3405	0.6227
2	12	12.8522	0.5117
2	13	13.4497	0.59749
2	14	14.0521	0.60237
2	15	14.6678	0.61577
2	16	15.2401	0.57223
2	17	15.8098	0.56976
2	18	16.3859	0.57606
2	19	16.9979	0.61206
2	20	17.5843	0.5864
2	21	18.2026	0.61831
2	22	18.8129	0.61028
2	23	19.3568	0.54386
2	24	19.9004	0.54363
2	25	20.5048	0.60435
2	26	21.1093	0.60453
2	27	21.6899	0.58063
2	28	22.2828	0.59285
2	29	22.834	0.55125
2	30	23.3827	0.54864
2	31	23.9562	0.57357
2	32	24.5018	0.54556
2	33	25.0676	0.5658
2	34	25.6297	0.56207
2	35	26.1886	0.5589
2	36	26.8044	0.61585
2	37	27.3575	0.55312
2	38	27.8985	0.541
2	39	28.4595	0.561
2	40	29.0534	0.5939
3	1	6.0199	0
3	2	6.4776	0.45773
3	3	7.0259	0.54829
3	4	7.6219	0.59597
3	5	8.1968	0.57498
3	6	8.781	0.58416
3	7	9.4158	0.63476
3	8	9.9646	0.54886
3	9	10.5444	0.57976
3	10	11.0997	0.55529
3	11	11.7602	0.6605
3	12	12.2988	0.53864
3	13	12.8841	0.58533
3	14	13.4705	0.58639
3	15	14.0671	0.59658
3	16	14.6156	0.54845
3	17	15.2166	0.60108
3	18	15.8119	0.59527
3	19	16.3968	0.58483
3	20	17.0111	0.61432
3	21	17.6064	0.59529
3	22	18.303	0.69666
3	23	18.8664	0.5634
3	24	19.3953	0.52883
3	25	20.0567	0.66139
3	26	20.6371	0.5804
3	27	21.2083	0.57128
3	28	21.7628	0.55452
3	29	22.3854	0.62255
3	30	22.9574	0.57205
3	31	23.5621	0.60465
3	32	24.164	0.60186
3	33	24.7719	0.60797
3	34	25.3531	0.58119
3	35	25.9632	0.61007
3	36	26.5582	0.59502
3	37	27.1595	0.60133
3	38	27.8134	0.6539
3	39	28.3761	0.56267
3	40	28.9708	0.59464
4	1	7.5224	0
4	2	8.1624	0.64008
4	3	8.7784	0.61594
4	4	9.3669	0.5885
4	5	9.9577	0.59085
4	6	10.5233	0.5656
4	7	11.109	0.58565
4	8	11.7091	0.60016
4	9	12.2988	0.58969
4	10	12.8868	0.58799
4	11	13.4693	0.58248
4	12	14.0894	0.62011
4	13	14.6292	0.53977
4	14	15.2332	0.60402
4	15	15.8052	0.57197
4	16	16.4336	0.62848
4	17	16.9981	0.56449
4	18	17.6069	0.60875
4	19	18.2196	0.61271
4	20	18.8446	0.62502
4	21	19.4284	0.58385
4	22	20.0217	0.59328
4	23	20.5796	0.55786
4	24	21.1272	0.54759
4	25	21.6863	0.55916
4	26	22.2534	0.56703
4	27	22.8965	0.64314
4	28	23.4467	0.55019
4	29	24.0344	0.58769
4	30	24.5862	0.55182
4	31	25.1868	0.60059
4	32	25.7183	0.53151
4	33	26.2746	0.55635
4	34	26.857	0.58235
4	35	27.4335	0.57649
4	36	27.9842	0.55076
4	37	28.551	0.56673
4	38	29.0935	0.54258
5	1	5.95	0
5	2	6.4509	0.50083
5	3	7.0248	0.57388
5	4	7.6166	0.59183
5	5	8.2229	0.60627
5	6	8.807	0.58415
5	7	9.401	0.59395
5	8	9.9851	0.58413
5	9	10.5642	0.57912
5	10	11.1614	0.59719
5	11	11.7261	0.56468
5	12	12.3269	0.60078
5	13	12.9083	0.58143
5	14	13.5513	0.643
5	15	14.1009	0.54959
5	16	14.6602	0.55932
5	17	15.2269	0.56671
5	18	15.8739	0.64696
5	19	16.4494	0.57548
5	20	17.0301	0.5807
5	21	17.6122	0.58219
5	22	18.2146	0.60235
5	23	18.7638	0.54916
5	24	19.3632	0.5994
5	25	19.9476	0.58443
5	26	20.5012	0.55364
5	27	21.0782	0.57697
5	28	21.6626	0.58441
5	29	22.2006	0.53793
5	30	22.8046	0.60405
5	31	23.3913	0.58669
5	32	23.9535	0.56221
5	33	24.5648	0.61127
5	34	25.16	0.59519
5	35	25.7606	0.60068
5	36	26.3291	0.56849
5	37	26.8895	0.5604
5	38	27.5054	0.61588
5	39	28.0826	0.57722
5	40	28.6482	0.56554
5	41	29.2233	0.57515
