Trial #	Click #	Click time (ms)	Interclick interval (ms)
1	1	6.4152	0
1	2	7.0035	0.58832
1	3	7.5695	0.56607
1	4	8.1541	0.58453
1	5	8.7191	0.56504
1	6	9.3517	0.63262
1	7	9.9281	0.57639
1	8	10.5253	0.59715
1	9	11.1263	0.60103
1	10	11.7126	0.58626
1	11	12.3006	0.58803
1	12	12.9074	0.60681
1	13	13.4713	0.56392
1	14	14.0553	0.584
1	15	14.6568	0.60146
1	16	15.2213	0.56451
1	17	15.8402	0.61891
1	18	16.4205	0.58033
1	19	16.9998	0.57929
1	20	17.6097	0.60985
1	21	18.2361	0.62645
1	22	18.8768	0.64068
1	23	19.4778	0.60099
1	24	20.1224	0.64466
1	25	20.7369	0.61449
1	26	21.3761	0.63915
1	27	22.0051	0.62903
1	28	22.6385	0.63343
1	29	23.2644	0.62587
1	30	23.932	0.66762
1	31	24.5493	0.61722
1	32	25.1777	0.62848
1	33	25.7528	0.5751
1	34	26.3965	0.64365
1	35	27.0248	0.62834
1	36	27.6936	0.66882
1	37	28.2928	0.59921
1	38	28.918	0.62511
2	1	6.4002	0
2	2	7.0253	0.62508
2	3	7.583	0.55766
2	4	8.1765	0.59358
2	5	8.7595	0.58297
2	6	9.3261	0.56654
2	7	9.9596	0.63351
2	8	10.5355	0.57595
2	9	11.1118	0.57627
2	10	11.6902	0.57838
2	11	12.2758	0.58567
2	12	12.8682	0.59239
2	13	13.4876	0.61932
2	14	14.0476	0.56004
2	15	14.6577	0.61014
2	16	15.2221	0.56432
2	17	15.7911	0.56907
2	18	16.4061	0.61492
2	19	16.9776	0.5715
2	20	17.5646	0.58707
2	21	18.192	0.6274
2	22	18.838	0.64598
2	23	19.4752	0.63721
2	24	20.1185	0.64331
2	25	20.7349	0.61637
2	26	21.3654	0.63051
2	27	22.0048	0.63937
2	28	22.6248	0.62004
2	29	23.2817	0.65686
2	30	23.8565	0.57484
2	31	24.4819	0.62534
2	32	25.1013	0.61945
2	33	25.7373	0.63596
2	34	26.3575	0.62023
2	35	26.9777	0.62016
2	36	27.6317	0.65405
2	37	28.2552	0.62353
2	38	28.8968	0.64159
3	1	6.4102	0
3	2	7.0465	0.6363
3	3	7.6534	0.60697
3	4	8.2069	0.5535
3	5	8.7899	0.58294
3	6	9.3869	0.59706
3	7	9.9791	0.59217
3	8	10.5499	0.57079
3	9	11.1583	0.60839
3	10	11.7544	0.59616
3	11	12.3375	0.58302
3	12	12.9115	0.57401
3	13	13.4937	0.58227
3	14	14.1214	0.62762
3	15	14.6565	0.53516
3	16	15.2573	0.60081
3	17	15.8468	0.5895
3	18	16.4392	0.59242
3	19	17.0197	0.58047
3	20	17.6081	0.58839
3	21	18.2574	0.64935
3	22	18.892	0.63456
3	23	19.4892	0.59723
3	24	20.0683	0.57907
3	25	20.6931	0.62478
3	26	21.3045	0.61145
3	27	21.9567	0.65214
3	28	22.5591	0.60245
3	29	23.2	0.64087
3	30	23.8357	0.6357
3	31	24.4694	0.63372
3	32	25.0934	0.62404
3	33	25.772	0.6786
3	34	26.4029	0.63088
3	35	26.9864	0.58353
3	36	27.5895	0.6031
3	37	28.2186	0.62909
3	38	28.854	0.63538
4	1	7.2099	0
4	2	7.6215	0.41161
4	3	8.1569	0.53538
4	4	8.7463	0.58939
4	5	9.3506	0.60426
4	6	9.9389	0.58833
4	7	10.5131	0.57421
4	8	11.1251	0.61199
4	9	11.6959	0.57082
4	10	12.2748	0.57891
4	11	12.8768	0.60193
4	12	13.4502	0.57345
4	13	14.0431	0.59287
4	14	14.625	0.58196
4	15	15.2239	0.59884
4	16	15.8382	0.61437
4	17	16.4263	0.5881
4	18	16.9841	0.55775
4	19	17.6016	0.61755
4	20	18.2029	0.60121
4	21	18.8646	0.66172
4	22	19.5402	0.67565
4	23	20.1604	0.62013
4	24	20.8032	0.64284
4	25	21.4009	0.5977
4	26	22.0729	0.67198
4	27	22.6936	0.62071
4	28	23.2929	0.59932
4	29	23.9029	0.61002
4	30	24.484	0.58106
4	31	25.0922	0.60826
4	32	25.6985	0.60625
4	33	26.2905	0.59204
4	34	26.9336	0.64307
4	35	27.5266	0.59302
4	36	28.1302	0.60362
4	37	28.7425	0.61227
4	38	29.3793	0.63683
5	1	6.4242	0
5	2	7.0211	0.59689
5	3	7.6043	0.58327
5	4	8.2144	0.61011
5	5	8.7897	0.57531
5	6	9.3703	0.58056
5	7	9.9649	0.59456
5	8	10.5225	0.55765
5	9	11.1049	0.58237
5	10	11.698	0.59309
5	11	12.2946	0.59664
5	12	12.8749	0.58034
5	13	13.4582	0.58323
5	14	14.059	0.60087
5	15	14.6672	0.60819
5	16	15.2717	0.60443
5	17	15.8601	0.58845
5	18	16.4402	0.58007
5	19	17.041	0.60077
5	20	17.6051	0.56417
5	21	18.2689	0.66373
5	22	18.9205	0.65168
5	23	19.5796	0.65911
5	24	20.193	0.61333
5	25	20.8366	0.64361
5	26	21.4462	0.60957
5	27	22.094	0.64782
5	28	22.7031	0.60908
5	29	23.3468	0.6437
5	30	23.9654	0.6186
5	31	24.6045	0.63914
5	32	25.2435	0.63896
5	33	25.9199	0.67641
5	34	26.5613	0.6414
5	35	27.1967	0.63545
5	36	27.8194	0.62269
5	37	28.501	0.6816
5	38	29.1316	0.63055
