Trial #	Click #	Click time (ms)	Interclick interval (ms)
5	6	8.8058	0.59335
5	7	9.4042	0.59841
5	8	9.9964	0.59218
5	9	10.5483	0.55192
5	10	11.1861	0.63779
5	11	11.7356	0.54954
5	12	12.3054	0.56973
5	13	12.9368	0.63147
5	14	13.4612	0.52435
5	15	14.0902	0.62901
5	16	14.6597	0.56956
5	17	15.2353	0.57552
5	18	15.8438	0.60858
5	19	16.4681	0.6243
5	20	17.0381	0.56997
5	21	17.5304	0.49232
5	22	18.1976	0.66719
5	23	18.7677	0.57009
5	24	19.3166	0.54887
5	25	19.9109	0.59435
5	26	20.4936	0.5827
5	27	21.0578	0.56416
5	28	21.663	0.60523
5	29	22.1797	0.51672
5	30	22.7218	0.54204
5	31	23.265	0.54325
5	32	23.7906	0.52557
5	33	24.329	0.53841
5	34	24.9025	0.57347
5	35	25.4722	0.56976
5	36	26.0591	0.58684
5	37	26.5791	0.52003
5	38	27.1652	0.58608
5	39	27.7247	0.55956
5	40	28.2718	0.5471
5	41	28.8295	0.55764
5	42	29.3773	0.5478
