Trial #	Click #	Click time (ms)	Interclick interval (ms)
1	1	5.9477	0
1	2	6.4334	0.48566
1	3	6.9952	0.56182
1	4	7.6008	0.60562
1	5	8.1748	0.57396
1	6	8.7658	0.59099
1	7	9.3539	0.58817
1	8	9.9275	0.57357
1	9	10.5105	0.58301
1	10	11.1339	0.62338
1	11	11.6863	0.55239
1	12	12.2758	0.5895
1	13	12.8818	0.60603
1	14	13.4665	0.58465
1	15	14.0506	0.58417
1	16	14.6735	0.62286
1	17	15.261	0.58747
1	18	15.8614	0.60049
1	19	16.4206	0.55912
1	20	17.0462	0.62565
1	21	17.6124	0.56616
1	22	18.26	0.64762
1	23	18.8892	0.62922
1	24	19.4891	0.59991
1	25	20.1022	0.61305
1	26	20.7238	0.62165
1	27	21.2897	0.5659
1	28	21.9448	0.65508
1	29	22.5752	0.63034
1	30	23.24	0.66482
1	31	23.8344	0.59444
1	32	24.4673	0.63293
1	33	25.0701	0.60278
1	34	25.6956	0.62548
1	35	26.3117	0.61605
1	36	26.9345	0.62288
1	37	27.5115	0.57698
1	38	28.1541	0.64262
1	39	28.7503	0.5962
2	1	5.9742	0
2	2	6.4645	0.49032
2	3	7.0178	0.55337
2	4	7.6051	0.58725
2	5	8.2153	0.61025
2	6	8.8114	0.59603
2	7	9.3797	0.56831
2	8	9.9384	0.55868
2	9	10.5478	0.6094
2	10	11.1489	0.60114
2	11	11.7723	0.62338
2	12	12.3345	0.56219
2	13	12.8789	0.54439
2	14	13.4859	0.60704
2	15	14.067	0.58105
2	16	14.6253	0.55834
2	17	15.2233	0.59798
2	18	15.8073	0.58407
2	19	16.4185	0.61118
2	20	17.0123	0.59377
2	21	17.5887	0.5764
2	22	18.265	0.67635
2	23	18.8533	0.58824
2	24	19.4124	0.55908
2	25	19.9874	0.57502
2	26	20.5673	0.57989
2	27	21.1594	0.59213
2	28	21.7412	0.58183
2	29	22.3577	0.61649
2	30	22.9445	0.58683
2	31	23.5402	0.5957
2	32	24.1542	0.61393
2	33	24.7784	0.62426
2	34	25.3888	0.61033
2	35	25.9775	0.58876
2	36	26.5694	0.59188
2	37	27.1445	0.57511
2	38	27.7255	0.58102
2	39	28.3204	0.59492
2	40	28.9639	0.64347
3	1	6.429	0
3	2	7.0584	0.62939
3	3	7.6413	0.58293
3	4	8.2397	0.59833
3	5	8.7865	0.54689
3	6	9.3753	0.58878
3	7	9.9793	0.60399
3	8	10.5663	0.58702
3	9	11.1364	0.57004
3	10	11.7515	0.61507
3	11	12.3215	0.57008
3	12	12.945	0.62351
3	13	13.4844	0.53932
3	14	14.0583	0.57398
3	15	14.6487	0.59035
3	16	15.283	0.63431
3	17	15.8564	0.57337
3	18	16.4518	0.59548
3	19	17.0322	0.58035
3	20	17.6439	0.61168
3	21	18.3102	0.66631
3	22	18.9184	0.60822
3	23	19.5216	0.60324
3	24	20.133	0.61132
3	25	20.7493	0.61635
3	26	21.4363	0.68697
3	27	22.0339	0.59763
3	28	22.6266	0.59267
3	29	23.2328	0.60619
3	30	23.8388	0.60603
3	31	24.4633	0.62448
3	32	25.0495	0.58621
3	33	25.6568	0.6073
3	34	26.2628	0.60601
3	35	26.9048	0.64196
3	36	27.5576	0.65281
3	37	28.1489	0.59136
3	38	28.7774	0.62843
3	39	29.3928	0.61544
4	1	5.9517	0
4	2	6.4563	0.50459
4	3	7.034	0.57764
4	4	7.6384	0.60441
4	5	8.2372	0.59878
4	6	8.7902	0.553
4	7	9.3767	0.58652
4	8	10.0004	0.62375
4	9	10.5522	0.55172
4	10	11.1524	0.60021
4	11	11.7407	0.58828
4	12	12.312	0.57134
4	13	12.9048	0.59282
4	14	13.5189	0.61412
4	15	14.0731	0.55413
4	16	14.6646	0.59157
4	17	15.2401	0.57547
4	18	15.8481	0.60799
4	19	16.4569	0.6088
4	20	17.0502	0.59331
4	21	17.61	0.55981
4	22	18.2334	0.62344
4	23	18.8674	0.63396
4	24	19.4412	0.57377
4	25	20.0703	0.62915
4	26	20.6632	0.59289
4	27	21.2965	0.63328
4	28	21.8775	0.58106
4	29	22.4424	0.5649
4	30	23.0334	0.59096
4	31	23.6452	0.61175
4	32	24.2536	0.60844
4	33	24.8406	0.58699
4	34	25.4579	0.61733
4	35	26.0714	0.61345
4	36	26.6829	0.61154
4	37	27.286	0.6031
4	38	27.8935	0.60753
4	39	28.5376	0.64401
4	40	29.1439	0.60638
5	1	5.9464	0
5	2	6.4921	0.54568
5	3	7.1178	0.62564
5	4	7.6746	0.55687
5	5	8.2462	0.57154
5	6	8.8054	0.55922
5	7	9.4205	0.61514
5	8	10.0136	0.59308
5	9	10.5981	0.58453
5	10	11.1774	0.57928
5	11	11.7241	0.54666
5	12	12.3648	0.64069
5	13	12.9231	0.5583
5	14	13.5302	0.60711
5	15	14.0989	0.5687
5	16	14.6981	0.59917
5	17	15.2937	0.59561
5	18	15.8175	0.5238
5	19	16.4476	0.63009
5	20	17.0332	0.58563
5	21	17.6457	0.61253
5	22	18.2908	0.6451
5	23	18.9243	0.63344
5	24	19.5378	0.61358
5	25	20.1422	0.60431
5	26	20.7408	0.59867
5	27	21.3543	0.61348
5	28	22.0207	0.66638
5	29	22.6394	0.61875
5	30	23.254	0.61458
5	31	23.8549	0.60083
5	32	24.4549	0.60007
5	33	25.072	0.6171
5	34	25.7018	0.6298
5	35	26.3445	0.64267
5	36	26.9789	0.63442
5	37	27.5894	0.61046
5	38	28.1923	0.6029
5	39	28.8009	0.60867
